# model=kerbin_stock_spatial
altitude_m,density_kg_m3,pressure_pa,temperature_k,speed_of_sound_mps
40800.0,0.0008882945859263135,70.09607407538499,274.8951233044518,332.3780640769386
40900.0,0.0008754562596763082,69.05711210285314,274.79214621953224,332.31580300487866
41000.0,0.0008621261208735548,68.03223615156197,274.8997204312105,332.3808432781224
41100.0,0.0008493102508539224,67.02085955649078,274.89952115677926,332.38072280689136
41200.0,0.0008371065491805125,66.02239565261861,274.7520205558249,332.29153943120446
41300.0,0.000825368755617903,65.0362577749246,274.4971722641269,332.13739392680657
41400.0,0.0008143972411202495,64.06185925838803,274.02715449223547,331.8529149278008
41500.0,0.0008031889865520421,63.09861343798789,273.6732987215716,331.63858214959174
41600.0,0.0007922000666293685,62.14593364870351,273.2802197372316,331.40032909273606
41700.0,0.0007811506714450274,61.20323322551398,272.9417117615023,331.1950152657476
41800.0,0.0007703668224403044,60.26992550339848,272.5420007523296,330.95241622244214
41900.0,0.0007593191945208277,59.3454238173361,272.26587598445616,330.7847222212332
42000.0,0.0007484419198443118,58.42914150230606,271.95794882114075,330.59761390876275
42100.0,0.0007377989763581041,57.5205826148201,271.591131051697,330.37458310661714
42200.0,0.0007273215706075333,56.62273007690045,271.20312721625606,330.13850687597636
42300.0,0.0007168280940062923,55.73718458626947,270.86966186384706,329.9354789528277
42400.0,0.0007062973845573935,54.86383284153756,270.60069164946833,329.7716273480228
42500.0,0.0006962009750651877,54.00256154131507,270.21539538167696,329.536770154231
42600.0,0.0006861122393784035,53.15325738421242,269.8765027422651,329.3300598316096
42700.0,0.0006752746036782622,52.315807068839966,269.8875610150212,329.3368069627714
42800.0,0.000666388821244569,51.49009729380811,269.16982064428174,328.89859542240026
42900.0,0.0006565602750812759,50.676014757727245,268.8798191553382,328.72137126941936
43000.0,0.0006469790161576592,49.87344615920776,268.5403426827692,328.5137907648572
43100.0,0.0006377171257594422,49.08227819686003,268.11862803409406,328.255741062676
43200.0,0.0006279585239399117,48.30239756929441,267.95883691311155,328.15791091454827
43300.0,0.0006190289621091117,47.53369097512134,267.4982379841913,327.87575154797304
43400.0,0.0006100348008793049,46.77604511295118,267.11559514515665,327.6411627011423
43500.0,0.000600541013599777,46.029346681394316,267.00690575174855,327.5744972889443
43600.0,0.0005923132658985205,45.29348237906113,266.3879703148249,327.1946099315079
43700.0,0.0005833530040642699,44.56833890456202,266.14932252117455,327.0480159097293
43800.0,0.0005747831965170027,43.85380295650735,265.7868887484197,326.8252581991971
43900.0,0.0005660932959925381,43.14976123350754,265.5343688274531,326.6699655497699
44000.0,0.000557914511666393,42.456100434172946,265.0957712269475,326.4000647511214
44100.0,0.0005496717307992346,41.77270725711398,264.7400070896166,326.18097332155196
44200.0,0.0005414677747982899,41.09946840094099,264.41978358377906,325.98364307967813
44300.0,0.00053339659703278,40.43627056426439,264.089545371912,325.780016317901
44400.0,0.0005255195690174946,39.78300044569457,263.71752895885896,325.55047632548394
44500.0,0.0005176797729115162,39.13954474384189,263.381295364949,325.34287556532064
44600.0,0.0005099418750600137,38.505790157316774,263.0484329953651,325.1372257341441
44700.0,0.0005023020826625212,37.88162338472956,262.72049819398455,324.9344929859263
44800.0,0.0004948098657947252,37.26693112469067,262.3708826211574,324.7182175546346
44900.0,0.0004873177994565343,36.661600075810476,262.0773549597693,324.5365273246197
45000.0,0.00048018615521336496,36.06551693669936,261.64526695076813,324.26888461199854
45100.0,0.00047293279830397345,35.478568405967735,261.33465799852223,324.0763515503552
45200.0,0.00046574983072505174,34.900641182225954,261.04240128456144,323.8950897437475
45300.0,0.000458906249621492,34.33162196408441,260.6157782657806,323.63030976166857
45400.0,0.00045193346089826336,33.77139745015349,260.3184144099077,323.44562519551675
45500.0,0.0004452004250100787,33.2198543390436,259.9396377489232,323.2102245371226
45600.0,0.00043833951441271885,32.6768793293651,259.693038577525,323.05687684755566
45700.0,0.0004318516453553955,32.14235911972838,259.28269149006496,322.8015410517135
45800.0,0.0004252790989703369,31.61618040874383,258.97969659928106,322.61287475869915
45900.0,0.00041885656779131917,31.098229895021852,258.642980260929,322.40308156022115
46000.0,0.000412897472407883,30.5883942771728,258.07433146614557,322.0484711171735
46100.0,0.0004066834713023434,30.086560253807075,257.7189613043639,321.8266632330634
46200.0,0.0004002606405824775,29.592614523535072,257.555487071341,321.7245777827613
46300.0,0.0003941683472863788,29.106443784967162,257.23955884893473,321.5271968925625
46400.0,0.0003881207352071863,28.627934736713737,256.95290315838105,321.34799954788093
46500.0,0.00038233742618332036,28.156974077385197,256.54852646557515,321.0950411164248
46600.0,0.0003765198661148967,27.693448505591892,256.22381868603867,320.89177534309204
46700.0,0.0003707925534392487,27.237244719944243,255.89542705264302,320.68607245182284
46800.0,0.00036509798072220705,26.78824941905262,255.60259502463595,320.5025325681637
46900.0,0.00035963115057372223,26.346349301527408,255.20753851220437,320.25475422522504
47000.0,0.0003542506521279295,25.911431065979006,254.80684867509126,320.00324669903273
47100.0,0.00034875537560641936,25.48338141101777,254.54613067004215,319.83949136638034
47200.0,0.0003436519560591218,25.06208703525412,254.055598333735,319.5311636157997
47300.0,0.0003384623100535668,24.64743463729842,253.68323377016793,319.29691230919224
47400.0,0.00033408191700068693,24.239310915761067,252.75377816353432,318.7114486350019
47500.0,0.0003285453118165226,23.837602569252454,252.75377816353432,318.7114486350019
47600.0,0.00032357936380284776,23.442196296382935,252.37587474635336,318.4730996779683
47700.0,0.0003184679486198004,23.05297879576292,252.1689883634658,318.34253795887474
47800.0,0.0003135130985072519,22.6698367660028,251.89703670133355,318.1708333871561
47900.0,0.0003089629486434424,22.292656905712942,251.35399175254824,317.8276886484097
48000.0,0.00030424195296539807,21.921325913503757,251.00251585662528,317.6053968725675
48100.0,0.0002991722720016721,21.55573048798559,250.99886702350545,317.6030883433105
48200.0,0.0002947565728801993,21.195757327768877,250.50465238660232,317.29025538463895
48300.0,0.0002907057465609288,20.841293131463967,249.74764453747653,316.81047797028145
48400.0,0.0002858472683917652,20.492224597681265,249.738452662292,316.80464786691635
48500.0,0.00028106058677956425,20.148438425031145,249.7306224257958,316.7996813214481
48600.0,0.0002769475688909747,19.80982131212398,249.18010056775316,316.4503021163721
48700.0,0.00027236522930590564,19.476259957570182,249.10603808527026,316.40327019712254
48800.0,0.0002681351353082585,19.14764105998014,248.76650667032987,316.1875679159082
48900.0,0.00026393916033836285,18.82385131796423,248.4477161724348,315.98490818709814
49000.0,0.0002598210841701059,18.504777430132826,248.10746478428192,315.76846196456324
49100.0,0.00025533323538010896,18.190306095096314,248.1778481461995,315.8132475376053
49200.0,0.0002516007106979927,17.880324011465113,247.5676400150554,315.4247551387666
49300.0,0.00024732534581343427,17.57471787784956,247.54268253944505,315.40885563743535
49400.0,0.00024381256558668867,17.273492392436406,246.8052674227359,314.9387130136847
49500.0,0.00023996862068518596,16.976747428280554,246.45088840433135,314.7125270709892
49600.0,0.00023609465964266054,16.6844406465126,246.1817437013367,314.54063410575117
49700.0,0.0002321121136665089,16.396528486520705,246.08461185862149,314.4785764463877
49800.0,0.00022870675552511335,16.112967387693033,245.42957250819111,314.0597507710692
49900.0,0.00022476349830066544,15.833713789417732,245.40723549344645,314.04545885662105
50000.0,0.00022143992636749493,15.558724131082972,244.76448804223458,313.6339301193513
50100.0,0.00021791447136127552,15.287954852076906,244.3957645953715,313.397605458174
50200.0,0.00021443474216503773,15.021362391787692,244.03073581663946,313.1634731403479
50300.0,0.00021096415450614378,14.758903189603497,243.71135841862596,312.9584783044598
50400.0,0.00020754184303485508,14.500533684912476,243.39333037150752,312.7542160462354
50500.0,0.0002041832163456328,14.246210317102783,243.057858236493,312.5386051611217
50600.0,0.00020088102699318875,13.995889525562578,242.712387073032,312.31641224251786
50700.0,0.0001975974964001569,13.749527749680023,242.4022797404077,312.11682917491856
50800.0,0.0001944051793663179,13.507081428843279,242.0382713840203,311.8823928104197
50900.0,0.00019131011459554446,13.268507002440497,241.60976443422368,311.60619067189606
51000.0,0.00018816666295442882,13.033760909859845,241.30005610552192,311.4064098816619
51100.0,0.0001850466738664302,12.802799590489478,241.0205204011449,311.2259821668054
51200.0,0.0001821212949912507,12.575579483717553,240.54571922538042,310.919279423568
51300.0,0.00017905307540200003,12.35205702893223,240.3188621666098,310.7726318935066
51400.0,0.00017616021178691883,12.132188665521667,239.91736744036191,310.51292333537685
51500.0,0.00017331413624546843,11.91593083287403,239.5103814123035,310.24944082411486
51600.0,0.00017054532844859298,11.703239970377469,239.05434303223072,309.9539357514137
51700.0,0.0001678733397344476,11.494072517420147,238.51876834115754,309.6065323876656
51800.0,0.00016497845762855024,11.288384913390217,238.3608504827417,309.50402369159247
51900.0,0.0001623047438625961,11.08613359767585,237.9464611114653,309.2348709158561
52000.0,0.00015947643741651097,10.88727500966519,237.82254578057461,309.15434033912516
52100.0,0.00015692404662760812,10.691765588746414,237.3505735274486,308.84742087781075
52200.0,0.00015450257562167567,10.499561774307663,236.73681758871126,308.4478439215671
52300.0,0.00015184237603381337,10.310620005737107,236.54956088023835,308.32583004388795
52400.0,0.00014917950610963856,10.1248967224229,236.43501426090015,308.2511692456528
52500.0,0.00014675091374443118,9.942348363753203,236.01440884891613,307.97686591784213
52600.0,0.00014419312990372713,9.762931369116174,235.8663699923663,307.8802622931664
52700.0,0.00014205364112920596,9.586602177899973,235.0946203062662,307.37616080712604
52800.0,0.00013951809510735728,9.413317229492757,235.04039723460346,307.3407115894636
52900.0,0.0001371859885551332,9.24303296328269,234.71189537685842,307.12586065806994
53000.0,0.00013494598652233694,9.075705818657923,234.2884037022657,306.8486613130186
53100.0,0.00013273442595080633,8.91129223500662,233.87697389635062,306.57911711706964
53200.0,0.00013039345861109818,8.749748651716937,233.75996222368036,306.50241477481245
53300.0,0.00012821989578086157,8.591031508177037,233.41042429739224,306.273174710604
53400.0,0.0001260655041552257,8.435097243775077,233.09029124961148,306.06306882602985
53500.0,0.00012404343578795545,8.281902297899215,232.58766120820192,305.7328973848341
53600.0,0.00012190781280474098,8.131403109937612,232.3615729921753,305.5842665182609
53700.0,0.00011981526058335884,7.98355611927842,232.12109018311602,305.426093233041
53800.0,0.00011786996632452348,7.8383177653098075,231.65947198129936,305.1222423199396
53900.0,0.00011596096301719453,7.695644487419928,231.18706898739563,304.8109789428365
54000.0,0.00011396069081079581,7.555492724996945,230.96069318792647,304.661708637456
54100.0,0.00011207694133962172,7.41781891742901,230.5633707581504,304.399540573902
54200.0,0.00011039455659552762,7.282579504104288,229.80947513971623,303.9014706089211
54300.0,0.00010839741041974594,7.1497309244109335,229.77413843040335,303.87810496925715
54400.0,0.0001064856019057227,7.019229617737108,229.6301530610278,303.7828791572397
